AIANHH,STATE,COUNTY,COUSUBCE,RT,CODE,POP,VAPOP,VACIT,VACLANG,VACLEP,ILLIT,CILLIT,LEPPCT,ILLRAT,FENG5I,FENG10I,NAME1,STABRV,NAME21,RACEGP
3235,46,053,000,4,031,,,,,,,,,,P,,Gregory County,SD,Rosebud Reservation and Off-Reservation Trust Land,SIOUX
3235,46,085,000,3,,0,0,0,0,0,0,0,000,000,,,Lyman County,SD,Rosebud Reservation and Off-Reservation Trust Land,AIAN
3235,46,085,000,4,031,0,0,0,0,0,0,0,000,000,P,,Lyman County,SD,Rosebud Reservation and Off-Reservation Trust Land,SIOUX
3235,46,095,000,3,,760,385,385,165,45,0,0,1169,000,,,Mellette County,SD,Rosebud Reservation and Off-Reservation Trust Land,AIAN
3235,46,095,000,4,031,745,380,380,160,45,0,0,1169,000,P,,Mellette County,SD,Rosebud Reservation and Off-Reservation Trust Land,SIOUX
3235,46,121,000,3,,7725,4090,4090,1390,265,4,10,648,151,,,Todd County,SD,Rosebud Reservation and Off-Reservation Trust Land,AIAN
3235,46,121,000,4,031,7345,3885,3885,1375,265,4,10,648,151,W,,Todd County,SD,Rosebud Reservation and Off-Reservation Trust Land,SIOUX
3235,46,123,000,3,,,,,,,,,,,,,Tripp County,SD,Rosebud Reservation and Off-Reservation Trust Land,AIAN
3235,46,123,000,4,031,,,,,,,,,,P,,Tripp County,SD,Rosebud Reservation and Off-Reservation Trust Land,SIOUX
3355,00,000,000,3,,9065,5035,5035,3445,1315,20,85,2612,152,,,San Carlos Reservation,,,AIAN
3355,00,000,000,4,002,8635,4790,4790,3340,1285,20,80,2552,156,*,,San Carlos Reservation,,,APACHE
3355,04,007,000,3,,4520,2590,2590,1745,595,15,60,2297,252,,,Gila County,AZ,San Carlos Reservation,AIAN
3355,04,007,000,4,002,4210,2420,2420,1665,570,15,60,2201,263,P,,Gila County,AZ,San Carlos Reservation,APACHE
3355,04,009,000,3,,4545,2445,2445,1705,720,4,25,2945,056,,,Graham County,AZ,San Carlos Reservation,AIAN
3355,04,009,000,4,002,4425,2370,2370,1675,715,4,20,2924,056,P,,Graham County,AZ,San Carlos Reservation,APACHE
3355,04,021,000,3,,0,0,0,0,0,0,0,000,000,,,Pinal County,AZ,San Carlos Reservation,AIAN
3355,04,021,000,4,002,0,0,0,0,0,0,0,000,000,P,,Pinal County,AZ,San Carlos Reservation,APACHE
3400,00,000,000,3,,2490,1550,1550,1515,600,25,30,3871,417,,,San Felipe Pueblo,,,AIAN
3400,00,000,000,4,027,2475,1540,1540,1510,600,25,30,3871,417,*,,San Felipe Pueblo,,,PUEBLO
3400,35,043,000,3,,2490,1550,1550,1515,600,25,30,3871,417,,,Sandoval County,NM,San Felipe Pueblo,AIAN
3400,35,043,000,4,027,2475,1540,1540,1510,600,25,30,3871,417,P,,Sandoval County,NM,San Felipe Pueblo,PUEBLO
3585,00,000,000,3,,3135,1920,1920,1875,435,15,20,2266,345,,,Santo Domingo Pueblo,,,AIAN
3585,00,000,000,4,027,3055,1875,1875,1840,425,15,20,2214,353,*,,Santo Domingo Pueblo,,,PUEBLO
3585,35,043,000,3,,3135,1920,1920,1875,435,15,20,2266,345,,,Sandoval County,NM,Santo Domingo Pueblo,AIAN
3585,35,043,000,4,027,3055,1875,1875,1840,425,15,20,2214,353,P,,Sandoval County,NM,Santo Domingo Pueblo,PUEBLO
3585,35,049,000,3,,0,0,0,0,0,0,0,000,000,,,Santa Fe County,NM,Santo Domingo Pueblo,AIAN
3585,35,049,000,4,027,0,0,0,0,0,0,0,000,000,P,,Santa Fe County,NM,Santo Domingo Pueblo,PUEBLO
4140,00,000,000,3,,1395,990,990,850,160,4,10,1616,250,,,Taos Pueblo and Off-Reservation Trust Land,,,AIAN
4140,00,000,000,4,027,1220,885,885,790,160,4,10,1616,250,*,,Taos Pueblo and Off-Reservation Trust Land,,,PUEBLO
4140,35,055,000,3,,1395,990,990,850,160,4,10,1616,250,,,Taos County,NM,Taos Pueblo and Off-Reservation Trust Land,AIAN
4140,35,055,000,4,027,1220,885,885,790,160,4,10,1616,250,P,,Taos County,NM,Taos Pueblo and Off-Reservation Trust Land,PUEBLO
4170,00,000,000,3,,430,290,290,225,20,4,15,690,2000,,,Tesuque Pueblo and Off-Reservation Trust Land,,,AIAN
4170,00,000,000,4,027,390,265,265,210,20,4,15,690,2000,*,,Tesuque Pueblo and Off-Reservation Trust Land,,,PUEBLO
4170,35,049,000,3,,430,290,290,225,20,4,15,690,2000,,,Santa Fe County,NM,Tesuque Pueblo and Off-Reservation Trust Land,AIAN
4170,35,049,000,4,027,390,265,265,210,20,4,15,690,2000,P,,Santa Fe County,NM,Tesuque Pueblo and Off-Reservation Trust Land,PUEBLO
4200,00,000,000,3,,9910,6065,6045,3995,2085,235,285,3449,1127,,,Tohono O'odham Reservation and Off-Reservation Trust Land,,,AIAN
4200,00,000,000,4,032,9155,5555,5545,3795,2030,235,275,3358,1158,*,,Tohono O'odham Reservation and Off-Reservation Trust Land,,,TOHONO O'ODHAM
4200,04,013,000,3,,490,305,305,270,190,55,55,6230,2895,,,Maricopa County,AZ,Tohono O'odham Reservation and Off-Reservation Trust Land,AIAN
4200,04,013,000,4,032,465,290,290,265,190,55,55,6230,2895,P,,Maricopa County,AZ,Tohono O'odham Reservation and Off-Reservation Trust Land,TOHONO O'ODHAM
4200,04,019,000,3,,8665,5325,5305,3460,1720,155,200,3242,901,,,Pima County,AZ,Tohono O'odham Reservation and Off-Reservation Trust Land,AIAN
4200,04,019,000,4,032,7995,4885,4875,3270,1670,155,190,3148,928,P,,Pima County,AZ,Tohono O'odham Reservation and Off-Reservation Trust Land,TOHONO O'ODHAM
4200,04,021,000,3,,760,435,435,265,170,25,25,3908,1471,,,Pinal County,AZ,Tohono O'odham Reservation and Off-Reservation Trust Land,AIAN
4200,04,021,000,4,032,690,380,380,255,170,25,25,3908,1471,P,,Pinal County,AZ,Tohono O'odham Reservation and Off-Reservation Trust Land,TOHONO O'ODHAM
4235,00,000,000,3,,,,,,,,,,,,,Tonto Apache Reservation,,,AIAN
4235,00,000,000,4,002,,,,,,,,,,*,,Tonto Apache Reservation,,,APACHE
4235,04,007,000,3,,,,,,,,,,,,,Gila County,AZ,Tonto Apache Reservation,AIAN
4235,04,007,000,4,002,,,,,,,,,,P,,Gila County,AZ,Tonto Apache Reservation,APACHE
4255,00,000,000,3,,,,,,,,,,,,,Torres-Martinez Reservation,,,AIAN
4255,00,000,000,4,018,,,,,,,,,,*,,Torres-Martinez Reservation,,,LATIN AMERICAN INDIAN
4255,06,025,000,3,,0,0,0,0,0,0,0,000,000,,,Imperial County,CA,Torres-Martinez Reservation,AIAN
4255,06,025,000,4,018,0,0,0,0,0,0,0,000,000,P,,Imperial County,CA,Torres-Martinez Reservation,LATIN AMERICAN INDIAN
4255,06,065,000,3,,,,,,,,,,,,,Riverside County,CA,Torres-Martinez Reservation,AIAN
4255,06,065,000,4,018,,,,,,,,,,P,,Riverside County,CA,Torres-Martinez Reservation,LATIN AMERICAN INDIAN
4470,00,000,000,3,,1685,1015,1015,710,270,40,55,2660,1481,,,Ute Mountain Reservation and Off-Reservation Trust Land,,,AIAN
4470,00,000,000,4,021,190,135,135,105,55,4,10,542,727,*,,Ute Mountain Reservation and Off-Reservation Trust Land,,,NAVAJO
4470,00,000,000,4,033,1405,830,830,580,215,30,45,2118,1395,*,,Ute Mountain Reservation and Off-Reservation Trust Land,,,UTE
4470,08,067,000,3,,0,0,0,0,0,0,0,000,000,,,La Plata County,CO,Ute Mountain Reservation and Off-Reservation Trust Land,AIAN
4470,08,067,000,4,021,0,0,0,0,0,0,0,000,000,P,,La Plata County,CO,Ute Mountain Reservation and Off-Reservation Trust Land,NAVAJO
4470,08,067,000,4,033,0,0,0,0,0,0,0,000,000,P,,La Plata County,CO,Ute Mountain Reservation and Off-Reservation Trust Land,UTE
4470,08,083,000,3,,1390,845,845,585,250,30,40,2959,1200,,,Montezuma County,CO,Ute Mountain Reservation and Off-Reservation Trust Land,AIAN
4470,08,083,000,4,021,,,,,,,,,,P,,Montezuma County,CO,Ute Mountain Reservation and Off-Reservation Trust Land,NAVAJO
4470,08,083,000,4,033,1155,695,695,480,200,20,35,2367,1000,P,,Montezuma County,CO,Ute Mountain Reservation and Off-Reservation Trust Land,UTE
4470,35,045,000,3,,0,0,0,0,0,0,0,000,000,,,San Juan County,NM,Ute Mountain Reservation and Off-Reservation Trust Land,AIAN
4470,35,045,000,4,021,0,0,0,0,0,0,0,000,000,P,,San Juan County,NM,Ute Mountain Reservation and Off-Reservation Trust Land,NAVAJO
4470,35,045,000,4,033,0,0,0,0,0,0,0,000,000,P,,San Juan County,NM,Ute Mountain Reservation and Off-Reservation Trust Land,UTE
4470,49,037,000,3,,295,170,170,125,20,15,15,1176,7500,,,San Juan County,UT,Ute Mountain Reservation and Off-Reservation Trust Land,AIAN
4470,49,037,000,4,021,,,,,,,,,,P,,San Juan County,UT,Ute Mountain Reservation and Off-Reservation Trust Land,NAVAJO
4470,49,037,000,4,033,255,135,135,100,15,10,10,882,6667,P,,San Juan County,UT,Ute Mountain Reservation and Off-Reservation Trust Land,UTE
4725,00,000,000,3,,,,,,,,,,,,,Yerington Colony,,,AIAN
4725,00,000,000,4,024,,,,,,,,,,*,,Yerington Colony,,,PAIUTE
4725,32,019,000,3,,,,,,,,,,,,,Lyon County,NV,Yerington Colony,AIAN
4725,32,019,000,4,024,,,,,,,,,,P,,Lyon County,NV,Yerington Colony,PAIUTE
4755,00,000,000,3,,275,170,165,155,45,4,10,2727,889,,,Ysleta Del Sur Pueblo and Off-Reservation Trust Land,,,AIAN
4755,00,000,000,4,027,245,160,155,150,40,4,10,2424,1000,*,,Ysleta Del Sur Pueblo and Off-Reservation Trust Land,,,PUEBLO
4755,48,141,000,3,,275,170,165,155,45,4,10,2727,889,,,El Paso County,TX,Ysleta Del Sur Pueblo and Off-Reservation Trust Land,AIAN
4755,48,141,000,4,027,245,160,155,150,40,4,10,2424,1000,P,,El Paso County,TX,Ysleta Del Sur Pueblo and Off-Reservation Trust Land,PUEBLO
4770,00,000,000,3,,580,380,380,345,180,4,4,4737,222,,,Zia Pueblo and Off-Reservation Trust Land,,,AIAN
4770,00,000,000,4,027,570,375,375,340,180,4,4,4737,222,*,,Zia Pueblo and Off-Reservation Trust Land,,,PUEBLO
4770,35,043,000,3,,580,380,380,345,180,4,4,4737,222,,,Sandoval County,NM,Zia Pueblo and Off-Reservation Trust Land,AIAN
4770,35,043,000,4,027,570,375,375,340,180,4,4,4737,222,P,,Sandoval County,NM,Zia Pueblo and Off-Reservation Trust Land,PUEBLO
4785,00,000,000,3,,7440,4690,4690,4245,1350,25,45,2878,185,,,Zuni Reservation and Off-Reservation Trust Land,,,AIAN
4785,00,000,000,4,027,7180,4530,4530,4125,1310,25,45,2793,191,*,,Zuni Reservation and Off-Reservation Trust Land,,,PUEBLO
4785,04,001,000,3,,0,0,0,0,0,0,0,000,000,,,Apache County,AZ,Zuni Reservation and Off-Reservation Trust Land,AIAN
4785,04,001,000,4,027,0,0,0,0,0,0,0,000,000,P,,Apache County,AZ,Zuni Reservation and Off-Reservation Trust Land,PUEBLO
4785,35,003,000,3,,0,0,0,0,0,0,0,000,000,,,Catron County,NM,Zuni Reservation and Off-Reservation Trust Land,AIAN
4785,35,003,000,4,027,0,0,0,0,0,0,0,000,000,P,,Catron County,NM,Zuni Reservation and Off-Reservation Trust Land,PUEBLO
4785,35,006,000,3,,0,0,0,0,0,0,0,000,000,,,Cibola County,NM,Zuni Reservation and Off-Reservation Trust Land,AIAN
4785,35,006,000,4,027,0,0,0,0,0,0,0,000,000,P,,Cibola County,NM,Zuni Reservation and Off-Reservation Trust Land,PUEBLO
4785,35,031,000,3,,7440,4690,4690,4245,1350,25,45,2878,185,,,McKinley County,NM,Zuni Reservation and Off-Reservation Trust Land,AIAN
4785,35,031,000,4,027,7180,4530,4530,4125,1310,25,45,2793,191,P,,McKinley County,NM,Zuni Reservation and Off-Reservation Trust Land,PUEBLO
6020,00,000,000,3,,580,320,320,310,75,20,30,2344,2667,,,Akiachak ANVSA,,,AIAN
6020,00,000,000,4,040,570,315,315,305,75,20,25,2344,2667,*,,Akiachak ANVSA,,,ESKIMO
6020,02,050,000,3,,580,320,320,310,75,20,30,2344,2667,,,Bethel Census Area,AK,Akiachak ANVSA,AIAN
6020,02,050,000,4,040,570,315,315,305,75,20,25,2344,2667,P,,Bethel Census Area,AK,Akiachak ANVSA,ESKIMO
6025,00,000,000,3,,275,145,145,130,25,10,10,1724,4000,,,Akiak ANVSA,,,AIAN
6025,00,000,000,4,040,250,135,135,125,25,10,10,1724,4000,*,,Akiak ANVSA,,,ESKIMO
6025,02,050,000,3,,275,145,145,130,25,10,10,1724,4000,,,Bethel Census Area,AK,Akiak ANVSA,AIAN
6025,02,050,000,4,040,250,135,135,125,25,10,10,1724,4000,P,,Bethel Census Area,AK,Akiak ANVSA,ESKIMO
6035,00,000,000,3,,640,345,345,230,60,30,70,1739,5000,,,Alakanuk ANVSA,,,AIAN
6035,00,000,000,4,040,635,340,340,230,55,30,65,1594,5455,*,,Alakanuk ANVSA,,,ESKIMO
6035,02,270,000,3,,640,345,345,230,60,30,70,1739,5000,,,Wade Hampton Census Area,AK,Alakanuk ANVSA,AIAN
6035,02,270,000,4,040,635,340,340,230,55,30,65,1594,5455,P,,Wade Hampton Census Area,AK,Alakanuk ANVSA,ESKIMO
6045,00,000,000,3,,,,,,,,,,,,,Aleknagik ANVSA,,,AIAN
6045,00,000,000,4,040,,,,,,,,,,*,,Aleknagik ANVSA,,,ESKIMO
6045,02,070,000,3,,,,,,,,,,,,,Dillingham Census Area,AK,Aleknagik ANVSA,AIAN
6045,02,070,000,4,040,,,,,,,,,,P,,Dillingham Census Area,AK,Aleknagik ANVSA,ESKIMO
6065,00,000,000,3,,330,185,185,90,35,10,10,1892,2857,,,Algaacig ANVSA,,,AIAN
6065,00,000,000,4,040,300,165,165,75,35,10,10,1892,2857,*,,Algaacig ANVSA,,,ESKIMO
6065,02,270,000,3,,330,185,185,90,35,10,10,1892,2857,,,Wade Hampton Census Area,AK,Algaacig ANVSA,AIAN
6065,02,270,000,4,040,300,165,165,75,35,10,10,1892,2857,P,,Wade Hampton Census Area,AK,Algaacig ANVSA,ESKIMO
6070,00,000,000,3,,,,,,,,,,,,,Allakaket ANVSA,,,AIAN
6070,00,000,000,4,038,,,,,,,,,,*,,Allakaket ANVSA,,,ALASKAN ATHABASCAN
6070,02,290,000,3,,,,,,,,,,,,,Yukon-Koyukuk Census Area,AK,Allakaket ANVSA,AIAN
6070,02,290,000,4,038,,,,,,,,,,P,,Yukon-Koyukuk Census Area,AK,Allakaket ANVSA,ALASKAN ATHABASCAN
6080,00,000,000,3,,290,160,160,145,30,10,10,1875,3333,,,Anaktuvuk Pass ANVSA,,,AIAN
6080,00,000,000,4,001,250,145,145,125,30,10,10,1875,3333,*,,Anaktuvuk Pass ANVSA,,,AIAN CHECK BOX
6080,02,185,000,3,,290,160,160,145,30,10,10,1875,3333,,,North Slope Borough,AK,Anaktuvuk Pass ANVSA,AIAN
6080,02,185,000,4,001,250,145,145,125,30,10,10,1875,3333,P,,North Slope Borough,AK,Anaktuvuk Pass ANVSA,AIAN CHECK BOX
6095,00,000,000,3,,,,,,,,,,,,,Andreafsky ANVSA,,,AIAN
6095,00,000,000,4,040,,,,,,,,,,*,,Andreafsky ANVSA,,,ESKIMO
6095,02,270,000,3,,,,,,,,,,,,,Wade Hampton Census Area,AK,Andreafsky ANVSA,AIAN
6095,02,270,000,4,040,,,,,,,,,,P,,Wade Hampton Census Area,AK,Andreafsky ANVSA,ESKIMO
6105,00,000,000,3,,400,215,215,90,25,10,10,1163,4000,,,Aniak ANVSA,,,AIAN
6105,00,000,000,4,040,285,150,150,65,15,10,10,698,6667,*,,Aniak ANVSA,,,ESKIMO
6105,02,050,000,3,,400,215,215,90,25,10,10,1163,4000,,,Bethel Census Area,AK,Aniak ANVSA,AIAN
6105,02,050,000,4,040,285,150,150,65,15,10,10,698,6667,P,,Bethel Census Area,AK,Aniak ANVSA,ESKIMO
6150,00,000,000,3,,,,,,,,,,,,,Atka ANVSA,,,AIAN
6150,00,000,000,4,039,,,,,,,,,,*,,Atka ANVSA,,,ALEUT
6150,02,016,000,3,,,,,,,,,,,,,Aleutians West Census Area,AK,Atka ANVSA,AIAN
6150,02,016,000,4,039,,,,,,,,,,P,,Aleutians West Census Area,AK,Atka ANVSA,ALEUT
6160,00,000,000,3,,300,205,205,200,105,20,25,5122,1905,,,Atmautluak ANVSA,,,AIAN
6160,00,000,000,4,040,250,190,190,190,105,20,25,5122,1905,*,,Atmautluak ANVSA,,,ESKIMO
6160,02,050,000,3,,300,205,205,200,105,20,25,5122,1905,,,Bethel Census Area,AK,Atmautluak ANVSA,AIAN
6160,02,050,000,4,040,250,190,190,190,105,20,25,5122,1905,P,,Bethel Census Area,AK,Atmautluak ANVSA,ESKIMO
6175,00,000,000,3,,2920,1650,1650,1160,415,90,100,2515,2169,,,Barrow ANVSA,,,AIAN
6175,00,000,000,4,040,2495,1385,1385,990,350,75,85,2121,2143,*,,Barrow ANVSA,,,ESKIMO
6175,02,185,000,3,,2920,1650,1650,1160,415,90,100,2515,2169,,,North Slope Borough,AK,Barrow ANVSA,AIAN
6175,02,185,000,4,040,2495,1385,1385,990,350,75,85,2121,2143,P,,North Slope Borough,AK,Barrow ANVSA,ESKIMO
6205,00,000,000,3,,3625,2095,2095,1240,270,60,90,1289,2222,,,Bethel ANVSA,,,AIAN
6205,00,000,000,4,040,2495,1445,1445,915,195,40,55,931,2051,*,,Bethel ANVSA,,,ESKIMO
6205,02,050,000,3,,3625,2095,2095,1240,270,60,90,1289,2222,,,Bethel Census Area,AK,Bethel ANVSA,AIAN
6205,02,050,000,4,040,2495,1445,1445,915,195,40,55,931,2051,P,,Bethel Census Area,AK,Bethel ANVSA,ESKIMO
6240,00,000,000,3,,255,130,130,55,15,4,4,1154,2667,,,Brevig Mission ANVSA,,,AIAN
6240,00,000,000,4,040,255,130,130,55,15,4,4,1154,2667,*,,Brevig Mission ANVSA,,,ESKIMO
6240,02,180,000,3,,255,130,130,55,15,4,4,1154,2667,,,Nome Census Area,AK,Brevig Mission ANVSA,AIAN
6240,02,180,000,4,040,255,130,130,55,15,4,4,1154,2667,P,,Nome Census Area,AK,Brevig Mission ANVSA,ESKIMO
6255,00,000,000,3,,,,,,,,,,,,,Cantwell ANVSA,,,AIAN
6255,00,000,000,4,038,,,,,,,,,,*,,Cantwell ANVSA,,,ALASKAN ATHABASCAN
6255,02,068,000,3,,,,,,,,,,,,,Denali Borough,AK,Cantwell ANVSA,AIAN
6255,02,068,000,4,038,,,,,,,,,,P,,Denali Borough,AK,Cantwell ANVSA,ALASKAN ATHABASCAN
6265,00,000,000,3,,,,,,,,,,,,,Chalkyitsik ANVSA,,,AIAN
6265,00,000,000,4,038,,,,,,,,,,*,,Chalkyitsik ANVSA,,,ALASKAN ATHABASCAN
6265,02,290,000,3,,,,,,,,,,,,,Yukon-Koyukuk Census Area,AK,Chalkyitsik ANVSA,AIAN
6265,02,290,000,4,038,,,,,,,,,,P,,Yukon-Koyukuk Census Area,AK,Chalkyitsik ANVSA,ALASKAN ATHABASCAN
6275,00,000,000,3,,345,180,180,165,110,20,30,6111,1818,,,Chefornak ANVSA,,,AIAN
6275,00,000,000,4,040,335,175,175,160,105,20,25,5833,1905,*,,Chefornak ANVSA,,,ESKIMO
6275,02,050,000,3,,345,180,180,165,110,20,30,6111,1818,,,Bethel Census Area,AK,Chefornak ANVSA,AIAN
6275,02,050,000,4,040,335,175,175,160,105,20,25,5833,1905,P,,Bethel Census Area,AK,Chefornak ANVSA,ESKIMO
6285,00,000,000,3,,735,330,330,305,70,25,25,2121,3571,,,Chevak ANVSA,,,AIAN
6285,00,000,000,4,006,395,200,200,185,45,15,15,1364,3333,*,,Chevak ANVSA,,,CHICKASAW
6285,00,000,000,4,040,270,105,105,95,20,10,10,606,5000,*,,Chevak ANVSA,,,ESKIMO
6285,02,270,000,3,,735,330,330,305,70,25,25,2121,3571,,,Wade Hampton Census Area,AK,Chevak ANVSA,AIAN
6285,02,270,000,4,006,395,200,200,185,45,15,15,1364,3333,P,,Wade Hampton Census Area,AK,Chevak ANVSA,CHICKASAW
6285,02,270,000,4,040,270,105,105,95,20,10,10,606,5000,P,,Wade Hampton Census Area,AK,Chevak ANVSA,ESKIMO
6325,00,000,000,3,,,,,,,,,,,,,Chistochina ANVSA,,,AIAN
6325,00,000,000,4,038,,,,,,,,,,*,,Chistochina ANVSA,,,ALASKAN ATHABASCAN
6325,02,261,000,3,,,,,,,,,,,,,Valdez-Cordova Census Area,AK,Chistochina ANVSA,AIAN
6325,02,261,000,4,038,,,,,,,,,,P,,Valdez-Cordova Census Area,AK,Chistochina ANVSA,ALASKAN ATHABASCAN
6360,00,000,000,3,,,,,,,,,,,,,Clark's Point ANVSA,,,AIAN
6360,00,000,000,4,040,,,,,,,,,,*,,Clark's Point ANVSA,,,ESKIMO
6360,02,070,000,3,,,,,,,,,,,,,Dillingham Census Area,AK,Clark's Point ANVSA,AIAN
6360,02,070,000,4,040,,,,,,,,,,P,,Dillingham Census Area,AK,Clark's Point ANVSA,ESKIMO
6405,00,000,000,3,,1505,850,850,220,75,25,50,882,3333,,,Dillingham ANVSA,,,AIAN
6405,00,000,000,4,040,925,530,530,165,55,20,35,647,3636,*,,Dillingham ANVSA,,,ESKIMO
6405,02,070,000,3,,1505,850,850,220,75,25,50,882,3333,,,Dillingham Census Area,AK,Dillingham ANVSA,AIAN
6405,02,070,000,4,040,925,530,530,165,55,20,35,647,3636,P,,Dillingham Census Area,AK,Dillingham ANVSA,ESKIMO
6440,00,000,000,3,,255,150,150,145,90,4,10,6000,444,,,Eek ANVSA,,,AIAN
6440,00,000,000,4,001,195,110,110,110,80,4,10,5333,500,*,,Eek ANVSA,,,AIAN CHECK BOX
6440,02,050,000,3,,255,150,150,145,90,4,10,6000,444,,,Bethel Census Area,AK,Eek ANVSA,AIAN
6440,02,050,000,4,001,195,110,110,110,80,4,10,5333,500,P,,Bethel Census Area,AK,Eek ANVSA,AIAN CHECK BOX
6480,00,000,000,3,,700,380,380,225,85,20,30,2237,2353,,,Emmonak ANVSA,,,AIAN
6480,00,000,000,4,040,690,380,380,225,85,20,30,2237,2353,*,,Emmonak ANVSA,,,ESKIMO
6480,02,270,000,3,,700,380,380,225,85,20,30,2237,2353,,,Wade Hampton Census Area,AK,Emmonak ANVSA,AIAN
6480,02,270,000,4,040,690,380,380,225,85,20,30,2237,2353,P,,Wade Hampton Census Area,AK,Emmonak ANVSA,ESKIMO
6515,00,000,000,3,,580,380,380,135,25,10,40,658,4000,,,Fort Yukon ANVSA,,,AIAN
6515,00,000,000,4,038,505,330,325,125,25,4,40,658,1600,*,,Fort Yukon ANVSA,,,ALASKAN ATHABASCAN
6515,02,290,000,3,,580,380,380,135,25,10,40,658,4000,,,Yukon-Koyukuk Census Area,AK,Fort Yukon ANVSA,AIAN
6515,02,290,000,4,038,505,330,325,125,25,4,40,658,1600,P,,Yukon-Koyukuk Census Area,AK,Fort Yukon ANVSA,ALASKAN ATHABASCAN
6525,00,000,000,3,,445,270,270,65,25,4,15,926,1600,,,Galena ANVSA,,,AIAN
6525,00,000,000,4,038,385,230,230,45,15,4,15,556,2667,*,,Galena ANVSA,,,ALASKAN ATHABASCAN
6525,02,290,000,3,,445,270,270,65,25,4,15,926,1600,,,Yukon-Koyukuk Census Area,AK,Galena ANVSA,AIAN
6525,02,290,000,4,038,385,230,230,45,15,4,15,556,2667,P,,Yukon-Koyukuk Census Area,AK,Galena ANVSA,ALASKAN ATHABASCAN
6530,00,000,000,3,,560,335,335,320,75,4,10,2239,533,,,Gambell ANVSA,,,AIAN
6530,00,000,000,4,040,535,320,320,310,75,4,10,2239,533,*,,Gambell ANVSA,,,ESKIMO
6530,02,180,000,3,,560,335,335,320,75,4,10,2239,533,,,Nome Census Area,AK,Gambell ANVSA,AIAN
6530,02,180,000,4,040,535,320,320,310,75,4,10,2239,533,P,,Nome Census Area,AK,Gambell ANVSA,ESKIMO
6545,00,000,000,3,,225,140,140,120,50,10,15,3571,2000,,,Goodnews Bay ANVSA,,,AIAN
6545,00,000,000,4,040,200,125,125,110,45,10,10,3214,2222,*,,Goodnews Bay ANVSA,,,ESKIMO
6545,02,050,000,3,,225,140,140,120,50,10,15,3571,2000,,,Bethel Census Area,AK,Goodnews Bay ANVSA,AIAN
6545,02,050,000,4,040,200,125,125,110,45,10,10,3214,2222,P,,Bethel Census Area,AK,Goodnews Bay ANVSA,ESKIMO
6595,00,000,000,3,,975,495,495,460,115,50,60,2323,4348,,,Hooper Bay ANVSA,,,AIAN
6595,00,000,000,4,040,880,450,450,425,100,45,55,2020,4500,*,,Hooper Bay ANVSA,,,ESKIMO
6595,02,270,000,3,,975,495,495,460,115,50,60,2323,4348,,,Wade Hampton Census Area,AK,Hooper Bay ANVSA,AIAN
6595,02,270,000,4,040,880,450,450,425,100,45,55,2020,4500,P,,Wade Hampton Census Area,AK,Hooper Bay ANVSA,ESKIMO
6605,00,000,000,3,,,,,,,,,,,,,Hughes ANVSA,,,AIAN
6605,00,000,000,4,037,,,,,,,,,,*,,Hughes ANVSA,,,OTHER AMERICAN INDIAN TRIBES
6605,02,290,000,3,,,,,,,,,,,,,Yukon-Koyukuk Census Area,AK,Hughes ANVSA,AIAN
6605,02,290,000,4,037,,,,,,,,,,P,,Yukon-Koyukuk Census Area,AK,Hughes ANVSA,OTHER AMERICAN INDIAN TRIBES
6620,00,000,000,3,,,,,,,,,,,,,Igiugig ANVSA,,,AIAN
6620,00,000,000,4,039,,,,,,,,,,*,,Igiugig ANVSA,,,ALEUT
6620,02,164,000,3,,,,,,,,,,,,,Lake and Peninsula Borough,AK,Igiugig ANVSA,AIAN
6620,02,164,000,4,039,,,,,,,,,,P,,Lake and Peninsula Borough,AK,Igiugig ANVSA,ALEUT
6680,00,000,000,3,,220,135,135,80,20,10,25,1481,5000,,,Kaktovik ANVSA,,,AIAN
6680,00,000,000,4,040,215,130,130,75,20,10,25,1481,5000,*,,Kaktovik ANVSA,,,ESKIMO
6680,02,185,000,3,,220,135,135,80,20,10,25,1481,5000,,,North Slope Borough,AK,Kaktovik ANVSA,AIAN
6680,02,185,000,4,040,215,130,130,75,20,10,25,1481,5000,P,,North Slope Borough,AK,Kaktovik ANVSA,ESKIMO
6685,00,000,000,3,,230,120,120,60,35,10,15,2917,2857,,,Kalskag ANVSA,,,AIAN
6685,00,000,000,4,040,,,,,,,,,,*,,Kalskag ANVSA,,,ESKIMO
6685,02,050,000,3,,230,120,120,60,35,10,15,2917,2857,,,Bethel Census Area,AK,Kalskag ANVSA,AIAN
6685,02,050,000,4,040,,,,,,,,,,P,,Bethel Census Area,AK,Kalskag ANVSA,ESKIMO
6710,00,000,000,3,,520,270,270,265,105,15,15,3889,1429,,,Kasigluk ANVSA,,,AIAN
6710,00,000,000,4,040,480,255,255,250,105,15,15,3889,1429,*,,Kasigluk ANVSA,,,ESKIMO
6710,02,050,000,3,,520,270,270,265,105,15,15,3889,1429,,,Bethel Census Area,AK,Kasigluk ANVSA,AIAN
6710,02,050,000,4,040,480,255,255,250,105,15,15,3889,1429,P,,Bethel Census Area,AK,Kasigluk ANVSA,ESKIMO
6730,00,000,000,3,,335,160,160,120,60,4,4,3750,667,,,Kiana ANVSA,,,AIAN
6730,00,000,000,4,040,325,160,160,120,60,4,4,3750,667,*,,Kiana ANVSA,,,ESKIMO
